Garhwali,RomanGarhwali,Hindi,English
मी अब घौर जाणा छौं.,Mi ab ghaur jaana chhaun.,मैं अब घर जा रहा हूँ.,I am going home now.
मीकूं भूख लगी छ.,Mikun bhookh lagi chha.,मुझे भूख लगी है.,I am hungry.
मी पाणी पिणू छौं.,Mi paani pinoo chhaun.,मैं पानी पी रहा हूँ.,I am drinking water.
मी सुणणू छौं संगीत.,Mi sunanu chhaun sangeet.,मैं संगीत सुन रहा हूँ.,I am listening to music.
तेरु मन कुन संगीत पसंद छ?,Teru man kun sangeet pasand chha?,तुम्हें कौन सा संगीत पसंद है?,Which music do you like?
मीकुं पहाड़ी गीत पसंद छन.,Mikun pahadi geet pasand chhan.,मुझे पहाड़ी गीत पसंद हैं.,I like Garhwali songs.
मीकूं हिंदी गीत पसंद छन.,Mikun hindi geet pasand chhan.,मुझे हिंदी गीत पसंद हैं.,I like Hindi songs.
मी अब सोणा जाणा छौं.,Mi ab sona jaana chhaun.,मैं अब सोने जा रहा हूँ.,I am going to sleep now.
शुभ रात्रि.,Shubh raatri.,शुभ रात्रि.,Good night.
शुभ सवेर.,Shubh saver.,शुभ सवेरा.,Good morning.
मी सुबह जल्दी उठला.,Mi subah jaldi uthla.,मैं सुबह जल्दी उठूंगा.,I will wake up early in the morning.
मी योग करला.,Mi yog karla.,मैं योग करूंगा.,I will do yoga.
मी व्यायाम करला.,Mi vyayaam karla.,मैं व्यायाम करूंगा.,I will do exercise.
मी स्वस्थ रान्दू.,Mi swasth raandun.,मैं स्वस्थ रहता हूँ.,I stay healthy.
मी अपणू ख्याल राखला.,Mi apnu khyal rakhla.,मैं अपना ख्याल रखूंगा.,I will take care of myself.
मी त्वेकुं खुश देखणू चाणु छौं.,Mi twekun khush dekhnu chaanu chhaun.,मैं तुम्हें खुश देखना चाहता हूँ.,I want to see you happy.
मुस्कुराणा रया.,Muskurana raya.,मुस्कुराते रहो.,Keep smiling.
जीवन बड़ु स्वाणू छ.,Jeevan badu swaanu chha.,जीवन बहुत सुंदर है.,Life is very beautiful.
यो बखत फेरि नि औलू.,Yo bakhat pheri ni aulu.,यह समय फिर नहीं आएगा.,This time will not come again.
हर पल आनंद लिऊला.,Har pal anand lyoola.,हर पल का आनंद लेंगे.,Lets enjoy every moment.
मी तेरु दगड़ी रान्दू.,Mi teru dagdi raandun.,मैं तुम्हारे साथ रहता हूँ.,I stay with you.
मी तेरु मदद करदू.,Mi teru madad kardun.,मैं तुम्हारी मदद करता हूँ.,I help you.
मी तेरु बात सुणदू.,Mi teru baat sundun.,मैं तुम्हारी बात सुनता हूँ.,I listen to you.
मी तेरु बात मानदू.,Mi teru baat maandu.,मैं तुम्हारी बात मानता हूँ.,I obey you.
मी त्वेकुं बड़ु पसंद करदुं.,Mi twekun badu pasand kardun.,मैं तुम्हें बहुत पसंद करता हूँ.,I like you very much.
हमेशा दगड़ी रया.,Hamesha dagdi raya.,हमेशा साथ रहो.,Always be together.
हमारो दोस्ती अमर होलु.,Hamaaro dosti amar holu.,हमारी दोस्ती अमर रहेगी.,Our friendship will be immortal.
मी त्वेकुं कभी नि भुल्ला.,Mi twekun kabhi ni bhulla.,मैं तुम्हें कभी नहीं भूलूंगा.,I will never forget you.
तेरि याद हमेश औलू.,Teri yaad hamesh aulu.,तुम्हारी याद हमेशा आएगी.,I will always remember you.
तेरि खुसबू हमेश औलू.,Teri khushboo hamesh aulu.,तुम्हारी खुशबू हमेशा आएगी.,Your fragrance will always be there.
मी तेरु इंतज़ार करदुं.,Mi teru intezaar kardun.,मैं तुम्हारा इंतजार करूंगा.,I will wait for you.
मी तेरु बाट देखदू.,Mi teru baat dekhdun.,मैं तुम्हारा रास्ता देखूंगा.,I will look out for you.
मी त्वेकुं मिलणू चाणु छौं.,Mi twekun milnu chaanu chhaun.,मैं तुम्हें मिलना चाहता हूँ.,I want to meet you.
कब मिलला?,Kab milla?,कब मिलेंगे?,When will we meet?
कख मिलला?,Kakh milla?,कहाँ मिलेंगे?,Where will we meet?
मी तेरु घर मा ऐजाला.,Mi teru ghar ma aijaala.,मैं तुम्हारे घर आ जाऊंगा.,I will come to your house.
मी तेरु दगड़ी बाजार जाणा छौं.,Mi teru dagdi bazaar jaana chhaun.,मैं तुम्हारे साथ बाजार जा रहा हूँ.,I am going to the market with you.
मी तेरु दगड़ी घौर जाणा छौं.,Mi teru dagdi ghaur jaana chhaun.,मैं तुम्हारे साथ घर जा रहा हूँ.,I am going home with you.
मी तेरु दगड़ी सिनेमा जाणा छौं.,Mi teru dagdi cinema jaana chhaun.,मैं तुम्हारे साथ सिनेमा जा रहा हूँ.,I am going to the cinema with you.
मी तेरु दगड़ी मंदिर जाणा छौं.,Mi teru dagdi mandir jaana chhaun.,मैं तुम्हारे साथ मंदिर जा रहा हूँ.,I am going to the temple with you.
मी तेरु दगड़ी पहाड़ जाणा छौं.,Mi teru dagdi pahad jaana chhaun.,मैं तुम्हारे साथ पहाड़ जा रहा हूँ.,I am going to the mountains with you.
मी तेरु दगड़ी यात्रा करला.,Mi teru dagdi yatra karla.,मैं तुम्हारे साथ यात्रा करूंगा.,I will travel with you.
जीवन एक यात्रा छ.,Jeevan ek yatra chha.,जीवन एक यात्रा है.,Life is a journey.
हम दगड़ी यो यात्रा करला.,Ham dagdi yo yatra karla.,हम साथ मिलकर यह यात्रा करेंगे.,We will undertake this journey together.
हर पल खुश रया.,Har pal khush raya.,हर पल खुश रहो.,Be happy every moment.
जिंदगी जिंदाबाद.,Zindagi zindabad.,ज़िंदगी जिंदाबाद.,Long live life.
सूर्य चमकणू छ.,Surya chamakanu chha.,सूर्य चमक रहा है.,The sun is shining.
